id,timestamp,cpu_usage,response_time,memory_usage,disk_usage,io_read,io_write,service_rt,service_qps,is_anomaly,cpu_anomaly,response_time_anomaly,memory_anomaly,disk_anomaly,io_read_anomaly,io_write_anomaly,service_rt_anomaly,service_qps_anomaly,root_cause,anomaly,spe,t2
1,1756656000,0.008942286556042877,0.13996737437675616,7.159269620259622,11.873764432638744,90.52931628775383,59.93569752464938,0.14042643962018544,67.40728277050577,0,0,0,0,0,0,0,0,0,normal,False,,
2,1756656300,0.008501064756114346,0.13132734202045432,6.983282222478321,11.536899985190772,84.70489951853008,59.102785621553785,0.12769995199119707,62.22136207819596,0,0,0,0,0,0,0,0,0,normal,False,,
3,1756656600,0.009402623165865693,0.12850448850451865,7.07780630220051,11.203035274967263,94.20705992489675,56.30576964948622,0.12793628398286339,66.01565181480912,0,0,0,0,0,0,0,0,0,normal,False,,
4,1756656900,0.010641858071685547,0.1220200694800927,7.2801753211436715,11.734397573538393,89.93469631713674,59.457448885771576,0.11892717027574821,66.77055797817698,0,0,0,0,0,0,0,0,0,normal,False,,
5,1756657200,0.009195813270388927,0.13312824973283846,7.286130263364519,11.211727217839423,83.41162334835788,59.101844787748696,0.12979588450490953,64.64996200337858,0,0,0,0,0,0,0,0,0,normal,False,,
6,1756657500,0.00962550738806037,0.12924542581947615,6.476385621331865,11.202643886177633,90.36904591758213,56.12161230183179,0.12545111985656446,63.37116235714117,0,0,0,0,0,0,0,0,0,normal,False,,
7,1756657800,0.00986634107756124,0.1290086561555842,6.849292028483804,11.757194891998214,86.43411976836225,56.093850964072764,0.13040861527512868,63.19384593138709,0,0,0,0,0,0,0,0,0,normal,False,,
8,1756658100,0.009413323679274697,0.13166998818137807,7.483714387304405,11.138124416064946,90.86486670371771,61.87199692951156,0.13698076508229395,66.51229178619616,0,0,0,0,0,0,0,0,0,normal,False,,
9,1756658400,0.010450469680814017,0.13517387603846168,7.251972133881692,11.504603986375027,85.51374291311373,57.20708501027725,0.13405684251820632,65.47797059103915,0,0,0,0,0,0,0,0,0,normal,False,,
10,1756658700,0.00910450352166578,0.130691757387923,7.540576834981725,11.906116575010014,92.15175173684794,58.72098667673764,0.1370951196559432,68.45760811540546,0,0,0,0,0,0,0,0,0,normal,False,,
11,1756659000,0.01099450233166922,0.12787575389810044,7.441152470982582,11.181985488448616,92.14987009394787,63.22301832923715,0.13134631728796214,72.5032173044342,0,0,0,0,0,0,0,0,0,normal,False,,
12,1756659300,0.010765359939156878,0.13128357951895114,7.43687806109066,11.604999178388827,94.39553671971082,61.85521103076045,0.12967623859400892,68.66695020235326,0,0,0,0,0,0,0,0,0,normal,False,,
13,1756659600,0.010739795220458592,0.13935525074301536,7.059232018312961,11.702356751953362,91.42681557461566,62.074611060968216,0.1435946569834685,69.33457531414578,0,0,0,0,0,0,0,0,0,normal,False,,
14,1756659900,0.010484313820887464,0.14216237473012946,7.305588698902922,11.794202540906156,93.93821743006052,62.729416858368076,0.14602916133801994,73.44269376240764,0,0,0,0,0,0,0,0,0,normal,False,,
15,1756660200,0.009073030544940694,0.1370630623409206,7.075637079821571,11.54833859995398,95.40675710226006,60.599816815978514,0.1366781960805581,69.21761152752215,0,0,0,0,0,0,0,0,0,normal,False,,
16,1756660500,0.009964383704396182,0.13584722222089413,7.229109139204074,11.86724781878014,95.7408982430313,59.76115332303418,0.1349688285407217,68.96793196387235,0,0,0,0,0,0,0,0,0,normal,False,,
17,1756660800,0.009415968939872333,0.13631932589008164,7.959484085297404,11.558350048205915,97.8437287105219,66.98514818072924,0.13582869700604222,75.20783680021984,0,0,0,0,0,0,0,0,0,normal,False,,
18,1756661100,0.011268421941649846,0.132155524350406,7.474942989348453,11.580425049512323,93.34345789422966,66.01764579246334,0.13015696071629865,74.33920844645718,0,0,0,0,0,0,0,0,0,normal,False,,
19,1756661400,0.009187300660393274,0.1292920597358543,6.7208460711552345,11.388992611562411,91.49879331284752,65.92403419383649,0.13252143466496358,70.07823656063704,0,0,0,0,0,0,0,0,0,normal,False,,
20,1756661700,0.00963138713440134,0.13429904285981462,7.2169517062408595,11.638078432734817,96.66621973583621,59.28672184556576,0.1287562245181706,70.53510280970895,0,0,0,0,0,0,0,0,0,normal,False,,
21,1756662000,0.01000930073847368,0.13788451952734834,7.2231727871720794,11.265107088975704,89.33290244242302,64.27850052420129,0.13497320184840722,70.65491776056513,0,0,0,0,0,0,0,0,0,normal,False,,
22,1756662300,0.010187325788460194,0.14090949566937355,7.32469856763095,11.683528207407287,101.35025006354918,60.625712161982264,0.13824578645787317,74.24422561016874,0,0,0,0,0,0,0,0,0,normal,False,,
23,1756662600,0.009654323589148202,0.13737949567993038,7.399119372718042,11.388877277590352,92.68397286083815,62.1400076302985,0.1418235757670682,71.49593238546339,0,0,0,0,0,0,0,0,0,normal,False,,
24,1756662900,0.009523551125312805,0.13547273678218638,7.614471495148356,11.912051465590093,97.621924207199,64.80538428738414,0.13864684757244689,74.3735783086247,0,0,0,0,0,0,0,0,0,normal,False,,
25,1756663200,0.010110590614270084,0.15291949331055846,7.468529121684103,11.579357706544798,102.31472094610311,71.89423697465672,0.1487562899518378,80.0499943121819,0,0,0,0,0,0,0,0,0,normal,False,,
26,1756663500,0.010880271140506673,0.12869111460025678,6.9965193835882795,11.817313008098616,96.48594141774859,67.81555064626279,0.12795057281229907,73.31008506234622,0,0,0,0,0,0,0,0,0,normal,False,,
27,1756663800,0.011402088471772676,0.14791764668083898,7.469742911268604,11.307450729664161,101.0004752873893,66.34113160977729,0.15502466726285,78.77468892281885,0,0,0,0,0,0,0,0,0,normal,False,,
28,1756664100,0.011692711892871783,0.1495387847781611,8.094483660831058,11.425020837687772,104.91360439686792,70.00990310552166,0.14714338539228922,79.597522022041,0,0,0,0,0,0,0,0,0,normal,False,,
29,1756664400,0.010125384641452252,0.14165437392646404,7.115031405040071,11.707972169930912,99.71899366540235,66.13566955670689,0.13848130624093602,75.61310260652363,0,0,0,0,0,0,0,0,0,normal,False,,
30,1756664700,0.011459914933134897,0.15007923482075672,7.516711315601635,11.339736206318863,99.68293719499961,65.8697688260451,0.14400679632721433,77.44331878928392,0,0,0,0,0,0,0,0,0,normal,False,,
31,1756665000,0.010127475212566859,0.1448331461345652,7.890653484926355,11.864672121759213,98.75752170042878,68.12315197603381,0.13873967900656728,75.63590243813549,0,0,0,0,0,0,0,0,0,normal,False,,
