id,timestamp,cpu_usage,response_time,memory_usage,disk_usage,io_read,io_write,service_rt,service_qps,is_anomaly,multi_distance,multi_anomaly,pca_1,pca_2,pca_3
1,2025-07-16 13:15:47,0.00010026251488213717,0.20290892992933013,0.06039199938627163,0.1555349270459102,29.426279416263995,13.87820826498426,0.22384230716928077,697.1576928307193,0,0.40489593355299447,False,0.3676519598894004,0.2858485906044147,-0.16418493319024327
2,2025-07-16 13:20:47,0.00010568467265852916,0.21174105052699232,0.07706004411587226,0.15179616564641102,31.92389681585072,14.061546493912614,0.25855810083472114,667.4418991652789,0,0.2995367536161404,False,-0.4302351211008115,0.1373996489124512,-0.1492493833692978
3,2025-07-16 13:25:47,0.00010410408002240316,0.175103572340055,0.04995780659716609,0.1521825561910359,31.13775639606297,17.66743189527791,0.20932145855998296,669.678541440017,0,0.6772277236543924,False,0.34646719627412464,0.5367466441041415,-0.24150779671041755
4,2025-07-16 13:30:47,0.00010334628101600443,0.24671518916188812,0.05262391797723941,0.16604183854295207,24.225113069966284,18.893702044065094,0.31251165697235794,598.488343027642,0,1.2737677200734472,False,-1.060010534282559,-1.029002325079937,0.31702814071953217
5,2025-07-16 13:35:47,0.00010055004371508376,0.21721269371317994,0.0747885071111307,0.1517595075372012,29.273207015061338,14.267815651702273,0.2511377206250713,651.8622793749287,0,0.19739505510709537,False,-0.3362203508931569,-0.014393319182651614,0.11038928525282914
6,2025-07-16 13:40:47,0.00010090670645454987,0.2137552107460516,0.06614040265584699,0.1440673454285239,29.656768374248735,13.063183054486428,0.2603424487716614,659.6575512283387,0,0.3218925697169328,False,-0.005676406838281264,-0.2925649032094963,0.024108802377089754
7,2025-07-16 13:45:47,0.00010167632029007401,0.1858800358333044,0.06231296242631592,0.16173222104309293,30.602105002913902,17.989464422633272,0.21293552430094745,704.0644756990525,0,1.0086658176133463,False,0.14936967018514116,0.8843972383002391,-0.21789956495515647
8,2025-07-16 13:50:47,9.872178185773577e-05,0.17925230429126227,0.06150835089560774,0.16665450289864306,32.39251813234983,18.101824640650637,0.21487659042047028,690.1234095795297,0,1.0693212798887988,False,0.014551590544981837,0.9760567209665685,-0.017034533970768637
9,2025-07-16 13:55:47,9.647528954356085e-05,0.21588990207195333,0.04171207280362437,0.15588328410417504,30.650774996890522,15.959561054196167,0.24174191051626756,664.2580894837324,0,0.31347940768233795,False,0.20961184994477058,-0.19838493854661504,0.16573075283142852
10,2025-07-16 14:00:47,0.00010525689561878249,0.19931847474402736,0.057526747631730116,0.16247965440271983,34.07374563574315,15.756265317478366,0.22886789426422416,696.1321057357759,0,0.7153040743751453,False,-0.01919739538912534,0.5466755545178714,-0.3108495946540718
11,2025-07-16 14:05:47,0.00010143891514758275,0.20369992142436666,0.06595167891953851,0.14964206326567595,31.77833874883487,20.034998890553695,0.23473236448423282,668.2676355157672,0,0.5934121419248337,False,-0.3339966654340365,0.5259804722140795,0.026018415133703208
12,2025-07-16 14:10:47,0.00010358315357367934,0.1700907017845561,0.04598871842340965,0.17267271590871328,30.894248306355674,16.30282533589599,0.21536195784427314,680.6380421557269,0,0.7928274556246399,False,0.3013514581595421,0.646528211531091,-0.2653148385793478
13,2025-07-16 14:15:47,0.00010461457552834423,0.22599038824840764,0.08595673889919314,0.16695607675354684,31.058449898446792,14.741422270377155,0.27121845619242246,650.7815438075775,0,0.4740897886622039,False,-1.0322252466394175,0.17736106107968924,0.05047618137725253
14,2025-07-16 14:20:47,0.00011287225363854307,0.2063085889639376,0.06542230087455658,0.16359281241041015,32.643429410078504,18.871809899527282,0.23063776440647535,647.3622355935247,0,0.7811016760371025,False,-0.7351839417273265,0.5010373098914532,-0.36937928182235497
15,2025-07-16 14:25:47,0.00010688177805439692,0.22397131061079503,0.07291879389918522,0.19040993497242997,34.051668441696506,17.875592564339563,0.2574688967211861,640.5311032788138,0,0.8504282867303683,False,-1.422158293745187,0.5583745377014756,0.033996779994627975
16,2025-07-16 14:30:47,9.916075453390171e-05,0.2337057858867307,0.06608630485925047,0.16320515579535247,33.94506199833949,16.972572195816877,0.2939189382036168,634.0810617963832,0,0.6996704461863626,False,-1.0560496559587877,-0.2202131412085714,0.3891124766351505
17,2025-07-16 14:35:47,0.00010721347651790783,0.24815656210542372,0.08394300689106471,0.15552477830899308,30.09964660191106,17.50646520002246,0.2910838285415887,628.9161714584113,0,0.6455210745620739,False,-1.3649740726030142,-0.2629028855473771,0.09333710528616387
18,2025-07-16 14:40:47,0.0001058564422807103,0.2517176168798939,0.06723669711866655,0.1398252299182931,29.583548558170076,15.076658878639467,0.28150836746692554,603.4916325330744,0,1.0672690201471178,False,-0.8115299771934339,-0.9084911782573769,0.15026825774339195
19,2025-07-16 14:45:47,0.00010292299634760396,0.2315872273843594,0.08332791324629843,0.1514964433263178,32.7921988933308,15.034002206926743,0.29651062646801873,611.4893735319813,0,0.7467203993762723,False,-1.2201964451817768,-0.33881294104663595,0.32193918833709306
