id,timestamp,cpu_usage,response_time,memory_usage,disk_usage,io_read,io_write,service_rt,service_qps,is_anomaly,cpu_usage_residual,cpu_usage_zscore,cpu_usage_anomaly
1,2025-07-16 13:15:47,0.00010026251488213717,0.20290892992933013,0.06039199938627163,0.1555349270459102,29.426279416263995,13.87820826498426,0.22384230716928077,697.1576928307193,0,-3.170890635355409e-05,-2.352073414182835,False
2,2025-07-16 13:20:47,0.00010568467265852916,0.21174105052699232,0.07706004411587226,0.15179616564641102,31.92389681585072,14.061546493912614,0.25855810083472114,667.4418991652789,0,-2.1142300696626583e-05,-1.568439676656578,False
3,2025-07-16 13:25:47,0.00010410408002240316,0.175103572340055,0.04995780659716609,0.1521825561910359,31.13775639606297,17.66743189527791,0.20932145855998296,669.678541440017,0,-2.707192091918005e-05,-2.0081883157159424,False
4,2025-07-16 13:30:47,0.00010334628101600443,0.24671518916188812,0.05262391797723941,0.16604183854295207,24.225113069966284,18.893702044065094,0.31251165697235794,598.488343027642,0,-2.026668134239182e-05,-1.5035025635014692,False
5,2025-07-16 13:35:47,0.00010055004371508376,0.21721269371317994,0.0747885071111307,0.1517595075372012,29.273207015061338,14.267815651702273,0.2511377206250713,651.8622793749287,0,-3.795646283852464e-05,-2.815400635589473,False
6,2025-07-16 13:40:47,0.00010090670645454987,0.2137552107460516,0.06614040265584699,0.1440673454285239,29.656768374248735,13.063183054486428,0.2603424487716614,659.6575512283387,0,-5.230399970930489e-05,-3.879433335151249,True
7,2025-07-16 13:45:47,0.00010167632029007401,0.1858800358333044,0.06231296242631592,0.16173222104309293,30.602105002913902,17.989464422633272,0.21293552430094745,704.0644756990525,0,2.8555480724179593e-05,2.117214871832883,False
8,2025-07-16 13:50:47,9.872178185773577e-05,0.17925230429126227,0.06150835089560774,0.16665450289864306,32.39251813234983,18.101824640650637,0.21487659042047028,690.1234095795297,0,2.8836974505199267e-05,2.1380908305724073,False
9,2025-07-16 13:55:47,9.647528954356085e-05,0.21588990207195333,0.04171207280362437,0.15588328410417504,30.650774996890522,15.959561054196167,0.24174191051626756,664.2580894837324,0,2.4212175155171418e-05,1.7951094685684867,False
10,2025-07-16 14:00:47,0.00010525689561878249,0.19931847474402736,0.057526747631730116,0.16247965440271983,34.07374563574315,15.756265317478366,0.22886789426422416,696.1321057357759,0,2.0533178610742924e-05,1.5222701192012102,False
11,2025-07-16 14:05:47,0.00010143891514758275,0.20369992142436666,0.06595167891953851,0.14964206326567595,31.77833874883487,20.034998890553695,0.23473236448423282,668.2676355157672,0,1.4994763853256769e-05,1.1115338054509114,False
12,2025-07-16 14:10:47,0.00010358315357367934,0.1700907017845561,0.04598871842340965,0.17267271590871328,30.894248306355674,16.30282533589599,0.21536195784427314,680.6380421557269,0,1.1605779246691243e-05,0.8602021328318247,False
13,2025-07-16 14:15:47,0.00010461457552834423,0.22599038824840764,0.08595673889919314,0.16695607675354684,31.058449898446792,14.741422270377155,0.27121845619242246,650.7815438075775,0,4.662805393587858e-06,0.34530182078246663,False
14,2025-07-16 14:20:47,0.00011287225363854307,0.2063085889639376,0.06542230087455658,0.16359281241041015,32.643429410078504,18.871809899527282,0.23063776440647535,647.3622355935247,0,6.53096954640145e-06,0.4838473958623991,False
15,2025-07-16 14:25:47,0.00010688177805439692,0.22397131061079503,0.07291879389918522,0.19040993497242997,34.051668441696506,17.875592564339563,0.2574688967211861,640.5311032788138,0,6.179511691905206e-06,0.45778280700161506,False
16,2025-07-16 14:30:47,9.916075453390171e-05,0.2337057858867307,0.06608630485925047,0.16320515579535247,33.94506199833949,16.972572195816877,0.2939189382036168,634.0810617963832,0,9.916716058947262e-06,0.7349389270584485,False
17,2025-07-16 14:35:47,0.00010721347651790783,0.24815656210542372,0.08394300689106471,0.15552477830899308,30.09964660191106,17.50646520002246,0.2910838285415887,628.9161714584113,0,1.8722882230949063e-05,1.3880160962739827,False
18,2025-07-16 14:40:47,0.0001058564422807103,0.2517176168798939,0.06723669711866655,0.1398252299182931,29.583548558170076,15.076658878639467,0.28150836746692554,603.4916325330744,0,-1.267442916367089e-06,-0.09449339808633649,False
19,2025-07-16 14:45:47,0.00010292299634760396,0.2315872273843594,0.08332791324629843,0.1514964433263178,32.7921988933308,15.034002206926743,0.29651062646801873,611.4893735319813,0,-3.866976792390157e-06,-0.28727833898725447,False
20,2025-07-16 14:50:47,0.00010711869535011806,0.2196462038058981,0.07404348803112584,0.1639931967081512,32.21612286849102,18.47949629891973,0.24353936731245765,683.4606326875423,0,-2.1229431930685876e-07,-0.016242153968239855,False
21,2025-07-16 14:55:47,0.00010582942877102531,0.22196830468131282,0.055895847945144836,0.17148286801850537,34.75613933781818,19.05313334566697,0.2683270301172057,661.6729698827943,0,2.102584420216554e-06,0.15543237780379865,False
22,2025-07-16 15:00:47,0.00011231948524121355,0.24062106614131124,0.08059482469788762,0.16824074651970647,36.410877219305945,17.840404724017194,0.274092092091905,627.907907908095,0,8.826353070793196e-07,0.06495930497810644,False
23,2025-07-16 15:05:47,0.00011625325618410564,0.21335309902581115,0.055611088853350005,0.18632711145353328,35.744710957318105,19.514286210407345,0.27398951059450005,647.0104894054999,0,-5.737869218089883e-07,-0.04305093328528756,False
24,2025-07-16 15:10:47,0.00010490949523186755,0.2134237785036226,0.050366285110592185,0.16886953543780509,33.395185878711175,18.662837813426357,0.2665419398455972,622.4580601544028,0,-4.311672479614386e-06,-0.3202575713685506,False
25,2025-07-16 15:15:47,0.00010324451974821054,0.2214174038942127,0.07249070358146434,0.15688474427145604,31.43670667523959,17.67724880634872,0.28752398439811144,587.4760156018885,0,-2.5818933661620337e-06,-0.1919748175893516,False
26,2025-07-16 15:20:47,0.00010526151335164682,0.2084743635954829,0.08000692298425155,0.16342906832008794,36.95993608509612,18.712362027351467,0.23519379048329564,673.8062095167044,0,-5.163124056561361e-06,-0.38340236954015144,False
27,2025-07-16 15:25:47,0.00010802832110435146,0.2550929341610159,0.053973656742820376,0.17257297777875255,39.07122037905806,18.15836343275193,0.33024465687110116,574.7553431288989,0,-8.661856004530175e-07,-0.06473561395124379,False
28,2025-07-16 15:30:47,0.00010830400289859702,0.2208026807138076,0.053570533364967046,0.17219786493099729,33.659095907110874,18.285453123600142,0.27307854418022753,618.9214558197725,0,-2.4274927928995542e-06,-0.18052426267794067,False
29,2025-07-16 15:35:47,0.00010964490704599011,0.24050182677059048,0.08326781104409299,0.18868203459097055,35.44380831450787,17.925335224789166,0.29123947660267263,617.7605233973273,0,-3.4331538138628027e-06,-0.25510544135808194,False
30,2025-07-16 15:40:47,9.718598967009787e-05,0.22244678857561992,0.07481854179709668,0.1716079441765598,34.819719655258496,18.111211088788902,0.2884028853935167,595.5971146064833,0,-8.23501229124012e-06,-0.6112177472273145,False
31,2025-07-16 15:45:47,0.00011209670144310934,0.5765141295930821,0.07659791863196937,0.1690395647355095,34.889314605116695,17.665759222792506,0.7828614877987671,360.84396690026415,1,-2.007366952485389e-06,-0.1493671632986077,False
32,2025-07-16 15:50:47,0.0001146446622208166,0.806655280566507,0.07326607646604512,0.16548310754729406,39.06960185356295,21.949716953543206,1.1232545045823599,350.374213180288,1,-9.491858644345276e-07,-0.07089102555561791,False
33,2025-07-16 15:55:47,0.00010735698925501966,0.8482985108846407,0.09183318431045484,0.1699933677550944,33.85310746062366,20.425658798936166,1.054134714239657,391.71176943110777,1,-4.23603745093144e-06,-0.31464837555495784,False
34,2025-07-16 16:00:47,0.00010592388540031487,0.8833627706606201,0.0644700042807083,0.17078336034905894,34.27466850454959,19.598064677670283,1.0923470085080564,382.5623340159705,1,-4.182044316422326e-06,-0.31064417182389537,False
35,2025-07-16 16:05:47,0.00011391210021962697,0.9109064816319922,0.0711761355750517,0.18319037180592765,37.36386345337331,18.944234067682014,1.2136930598818243,335.996393514498,1,-1.024375516618176e-06,-0.07646719164688705,False
36,2025-07-16 16:10:47,0.00010114808585387701,0.5927578646774383,0.08276923712392326,0.17478496983533937,40.286139020202725,20.227263956945816,0.7896535581645523,387.5885232504531,1,-5.701677830648115e-06,-0.4233422443257493,False
37,2025-07-16 16:15:47,0.00011018396393392432,0.45781813837564517,0.07631457691272762,0.1671104680459362,42.48541864307607,20.082507633764017,0.6314788486020926,359.1621540581103,1,-1.92335510822134e-06,-0.14313673153512563,False
38,2025-07-16 16:20:47,0.00011389825610903724,0.31100184720285895,0.08612076082905057,0.18343715886056822,43.0751511897539,22.72027399345816,0.41010915566957973,368.2399079207301,1,-4.84519179709604e-07,-0.03643071704432195,False
39,2025-07-16 16:25:47,0.00011628654280752983,0.3507300234254642,0.06860346567525204,0.19275745381396348,39.682121656768004,17.902507281796098,0.4770238495830259,334.9002786571816,1,-1.5555552544484257e-06,-0.11586019795078376,False
